,ClientID,DistID,ClientAge,Gender,DisponentID,AccountID,DspType,CardID,CardType,CrdIssueDate,DistName,Region,Inhabitants,Municipalities<499,Muncipalities<500_1999,Municipalities<2000_9999,Municipalities<10000,NumCities,RatioUrban,AvgSalary,UnempRate95,UnempRate96,Entrep1000Inhab,Crimes95,Crimes96,AccDistID,StatementFreq,AccOpenedOn,DaysAccOpenedOn,OrderFrequency,FreqOrdLease,FreqOrdHousing,FreqOrdInsurance,MValLease,MValHousing,MValInsurance,LoanID,LoanDate,LoanAmount,LoanDuration,MonthlyLoanPymt,LoanStatus,DaysLoan,TransactionRecency,LOR,TransactionFrequency,MValTrnCred,MValTrnWDR,CustomerType
4856,6803,5,19.07945205479452,F,6803,5632,OWNER,,,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,WEEKLY,1994-11-15,683,1.0,0.0,0.0,0.0,,,,6153.0,1995-07-25,285600.0,60.0,4760.0,C,935.0,1,1507,326,16747.77794117647,11511.867469879518,Favourable
4857,6804,5,18.58082191780822,M,6804,5632,DISPONENT,,,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,WEEKLY,1994-11-15,683,1.0,0.0,0.0,0.0,,,,6153.0,1995-07-25,285600.0,60.0,4760.0,C,935.0,1,1507,326,16747.77794117647,11511.867469879518,Favourable
4858,6827,59,30.698630136986303,M,6827,5648,OWNER,,,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,59,MONTHLY,1997-06-13,1624,,,,,,,,,,,,,,,1,566,101,24304.245945945946,13835.174509803923,
4859,6829,10,36.04657534246575,F,6829,5650,OWNER,,,,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,10,TRANSACTION,1995-01-08,737,2.0,0.0,1.0,0.0,,37783.0,,6157.0,1995-07-10,98592.0,24.0,4108.0,A,920.0,1,1453,327,12219.910091743117,5436.762189054727,Favourable
4860,6844,53,28.34246575342466,F,6844,5661,OWNER,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,MONTHLY,1995-12-20,1083,1.0,1.0,0.0,0.0,37795.0,,,,,,,,,,1,1107,199,14972.794186046509,11086.476288659796,
4861,6886,66,57.843835616438355,F,6886,5692,OWNER,,,,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66,MONTHLY,1996-02-25,1150,1.0,1.0,0.0,0.0,37838.0,,,,,,,,,,1,1040,151,8139.533333333332,4975.286567164178,
4862,6892,1,48.81369863013698,F,6892,5698,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1997-09-04,1707,2.0,0.0,1.0,0.0,,37848.0,,6168.0,1998-11-21,99216.0,36.0,2756.0,C,2150.0,1,483,99,15048.506976744184,10895.91153846154,Favourable
4863,6893,1,56.0027397260274,M,6893,5698,DISPONENT,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1997-09-04,1707,2.0,0.0,1.0,0.0,,37848.0,,6168.0,1998-11-21,99216.0,36.0,2756.0,C,2150.0,1,483,99,15048.506976744184,10895.91153846154,Favourable
4864,6895,42,28.542465753424658,M,6895,5700,OWNER,,,,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42,MONTHLY,1993-07-20,200,1.0,0.0,0.0,0.0,,,,6169.0,1995-03-16,103680.0,60.0,1728.0,D,804.0,20,1971,355,5481.033333333334,3266.2950672645743,Non-Favourable
4865,6906,64,50.3013698630137,M,6906,5708,OWNER,863.0,classic,1998-06-12,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,64,WEEKLY,1997-10-12,1745,,,,,,,,,,,,,,,1,445,70,15009.253125,10657.984210526314,
4866,6922,14,60.723287671232875,F,6922,5724,OWNER,,,,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,14,TRANSACTION,1995-04-19,838,5.0,0.0,1.0,1.0,,37889.0,37891.0,6173.0,1997-01-08,232560.0,48.0,4845.0,C,1468.0,1,1352,417,15416.566304347825,3603.8631921824103,Favourable
4867,6924,17,32.38082191780822,M,6924,5726,OWNER,,,,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,17,TRANSACTION,1996-04-19,1204,,,,,,,,,,,,,,,1,986,168,12033.409589041097,8659.176136363636,
4868,6936,52,40.87123287671233,F,6936,5735,OWNER,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,MONTHLY,1995-01-25,754,1.0,0.0,0.0,0.0,,,,6175.0,1996-02-21,290700.0,60.0,4845.0,D,1146.0,1,1436,315,13225.108,7871.843529411764,Non-Favourable
4869,6944,43,29.824657534246576,M,6944,5740,OWNER,,,,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,43,MONTHLY,1993-04-16,105,1.0,1.0,0.0,0.0,37912.0,,,,,,,,,,1,2085,348,11561.672955974842,9435.95212121212,
4870,6946,74,29.942465753424656,F,6946,5742,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,TRANSACTION,1995-07-05,915,1.0,0.0,0.0,0.0,,,,6178.0,1995-12-16,232560.0,48.0,4845.0,C,1079.0,1,1275,243,12063.208737864075,7826.218487394958,Favourable
4871,6967,44,46.07123287671233,M,6967,5758,OWNER,,,,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,44,MONTHLY,1997-07-28,1669,4.0,0.0,1.0,1.0,,37938.0,37940.0,,,,,,,,1,521,134,17275.899999999998,5495.737078651686,
4872,6978,38,34.76438356164383,M,6978,5767,OWNER,,,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,72,MONTHLY,1993-06-16,166,,,,,,,,,,,,,,,1,2024,434,4568.5807947019875,2393.602120141343,
4873,6987,1,31.945205479452056,M,6987,5774,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1995-06-08,888,3.0,0.0,1.0,0.0,,37964.0,,6185.0,1995-11-28,31176.0,24.0,1299.0,A,1061.0,1,1302,303,10683.500000000002,4056.6611111111115,Favourable
4874,7010,70,32.52876712328767,M,7010,5794,OWNER,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,MONTHLY,1995-07-14,924,1.0,0.0,0.0,0.0,,,,6190.0,1996-05-06,123600.0,60.0,2060.0,C,1221.0,1,1266,229,10977.893406593406,6405.190769230769,Favourable
4875,7011,70,38.74246575342466,F,7011,5794,DISPONENT,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,MONTHLY,1995-07-14,924,1.0,0.0,0.0,0.0,,,,6190.0,1996-05-06,123600.0,60.0,2060.0,C,1221.0,1,1266,229,10977.893406593406,6405.190769230769,Favourable
4876,7043,77,59.54520547945206,M,7043,5817,OWNER,,,,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,77,TRANSACTION,1996-12-10,1439,3.0,1.0,1.0,0.0,38026.0,38027.0,,,,,,,,,1,751,202,18763.272727272724,10979.640000000001,
4877,7065,5,28.506849315068493,F,7065,5837,OWNER,,,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,MONTHLY,1996-07-18,1294,1.0,0.0,0.0,0.0,,,,6196.0,1997-09-14,177804.0,36.0,4939.0,C,1717.0,1,896,173,12921.419718309862,7867.00652173913,Favourable
4878,7100,30,38.298630136986304,F,7100,5868,OWNER,,,,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,44,MONTHLY,1993-02-02,32,1.0,1.0,0.0,0.0,38091.0,,,,,,,,,,1,2158,372,12205.485945945946,11170.159477124182,
4879,7102,75,32.47397260273973,F,7102,5870,OWNER,,,,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,75,MONTHLY,1997-09-17,1720,,,,,,,,,,,,,,,1,470,80,17218.648717948716,14447.18918918919,
4880,7112,76,38.54794520547945,M,7112,5878,OWNER,,,,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,76,MONTHLY,1996-11-19,1418,,,,,,,,,,,,,,,1,772,115,5677.933333333333,4170.213793103449,
4881,7127,3,42.28493150684932,M,7127,5891,OWNER,874.0,gold,1997-10-07,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,54,MONTHLY,1993-01-25,24,1.0,0.0,0.0,0.0,,,,6202.0,1994-04-18,65184.0,12.0,5432.0,A,472.0,1,2166,464,17018.17142857143,7272.982352941177,Favourable
4882,7150,45,36.31780821917808,F,7150,5912,OWNER,,,,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,45,MONTHLY,1996-10-25,1393,2.0,0.0,1.0,0.0,,38152.0,,6207.0,1998-06-23,184620.0,60.0,3077.0,C,1999.0,1,797,153,9571.291228070177,5064.8752688172035,Favourable
4883,7166,15,35.66027397260274,M,7166,5927,OWNER,,,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,MONTHLY,1993-11-26,329,1.0,0.0,0.0,0.0,,,,6210.0,1994-06-06,87216.0,48.0,1817.0,B,521.0,1,1861,502,4372.038116591929,2737.2143410852714,Non-Favourable
4884,7186,27,55.62191780821918,F,7186,5944,OWNER,880.0,classic,1998-09-17,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,27,MONTHLY,1997-06-06,1617,2.0,0.0,1.0,0.0,,38190.0,,6215.0,1998-06-18,78720.0,48.0,1640.0,C,1994.0,1,573,112,11658.279487179487,5373.0739726027405,Favourable
4885,7195,50,37.33150684931507,M,7195,5952,OWNER,882.0,classic,1996-09-11,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,MONTHLY,1993-09-07,249,5.0,0.0,1.0,1.0,,38199.0,38201.0,6216.0,1994-09-30,141240.0,24.0,5885.0,A,637.0,1,1941,628,18509.444776119402,4430.078038379532,Favourable
4886,7234,28,34.43287671232877,M,7234,5984,OWNER,,,,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,11,MONTHLY,1993-11-11,314,,,,,,,,,,,,,,,1,1876,304,8521.171428571428,5969.3421348314605,
4887,7241,57,42.347945205479455,F,7241,5991,OWNER,,,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,1,MONTHLY,1993-11-21,324,3.0,0.0,1.0,0.0,,38263.0,,6223.0,1994-11-03,61056.0,48.0,1272.0,A,671.0,1,1866,459,8750.683333333334,3214.77957957958,Favourable
4888,7286,47,29.90958904109589,F,7286,6030,OWNER,884.0,gold,1997-07-31,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,MONTHLY,1993-08-24,235,1.0,0.0,0.0,0.0,,,,6227.0,1995-03-04,28248.0,24.0,1177.0,A,792.0,1,1955,353,10834.81287878788,6128.730316742081,Favourable
4889,7291,77,59.12054794520548,F,7291,6034,OWNER,,,,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,6,WEEKLY,1993-03-19,77,1.0,0.0,0.0,0.0,,,,6228.0,1993-12-01,464520.0,60.0,7742.0,B,334.0,1,2113,441,13024.715517241379,7567.990948275861,Non-Favourable
4890,7299,1,61.33424657534247,M,7299,6040,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1993-04-22,111,4.0,0.0,1.0,1.0,,38338.0,38340.0,6229.0,1994-10-02,11736.0,24.0,489.0,A,639.0,1,2079,580,11925.292028985508,3672.1239819004522,Favourable
4891,7311,56,50.657534246575345,M,7311,6051,OWNER,,,,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,56,MONTHLY,1993-08-28,239,1.0,0.0,0.0,0.0,,,,6232.0,1994-07-08,276660.0,36.0,7685.0,B,553.0,1,1951,391,3851.882162162162,3406.1432038834946,Non-Favourable
4892,7324,1,36.81643835616438,F,7324,6061,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1997-03-08,1527,2.0,0.0,1.0,0.0,,38373.0,,6234.0,1998-05-28,5148.0,12.0,429.0,C,1973.0,1,663,126,11316.199999999999,5448.446341463415,Favourable
4893,7325,24,24.953424657534246,M,7325,6062,OWNER,886.0,classic,1998-12-15,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,24,MONTHLY,1996-08-28,1335,2.0,0.0,1.0,0.0,,38376.0,,6235.0,1998-04-19,321360.0,60.0,5356.0,C,1934.0,1,855,202,18486.5015625,7459.274137931035,Favourable
4894,7327,49,40.64109589041096,M,7327,6064,OWNER,,,,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,49,MONTHLY,1997-01-11,1471,,,,,,,,,,,,,,,1,719,107,3189.505882352941,2840.3375,
4895,7339,19,25.85753424657534,F,7339,6075,OWNER,,,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,MONTHLY,1996-09-15,1353,1.0,0.0,0.0,0.0,,,,6237.0,1998-01-06,407952.0,48.0,8499.0,D,1831.0,1,837,128,3275.615384615385,3093.304761904762,Non-Favourable
4896,7348,6,22.197260273972603,F,7348,6083,OWNER,,,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,6,WEEKLY,1996-09-19,1357,1.0,0.0,0.0,0.0,,,,6239.0,1997-09-28,360864.0,48.0,7518.0,D,1731.0,1,833,220,13328.05638297872,9774.413513513513,Non-Favourable
4897,7366,29,26.73972602739726,F,7366,6097,OWNER,,,,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,29,MONTHLY,1997-06-15,1626,2.0,0.0,1.0,0.0,,38431.0,,6242.0,1997-10-22,26208.0,36.0,728.0,C,1755.0,1,564,103,4277.460975609757,2351.1580645161293,Favourable
4898,7390,1,62.2,M,7390,6118,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,WEEKLY,1994-03-07,430,1.0,0.0,0.0,0.0,,,,6244.0,1995-01-08,270648.0,36.0,7518.0,B,737.0,1,1760,408,8167.359574468085,6620.296682464455,Non-Favourable
4899,7411,54,36.95890410958904,F,7411,6138,OWNER,,,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,54,MONTHLY,1997-01-22,1482,2.0,0.0,1.0,0.0,,38501.0,,6249.0,1997-07-30,67608.0,24.0,2817.0,C,1671.0,1,708,115,8954.029166666667,5899.983333333333,Favourable
4900,7412,54,44.23835616438356,M,7412,6138,DISPONENT,,,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,54,MONTHLY,1997-01-22,1482,2.0,0.0,1.0,0.0,,38501.0,,6249.0,1997-07-30,67608.0,24.0,2817.0,C,1671.0,1,708,115,8954.029166666667,5899.983333333333,Favourable
4901,7422,74,41.12602739726027,M,7422,6148,OWNER,890.0,classic,1996-09-08,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1993-12-27,360,2.0,0.0,1.0,0.0,,38519.0,,6253.0,1994-11-04,59760.0,24.0,2490.0,A,672.0,1,1830,416,12084.488888888889,4844.165517241379,Favourable
4902,7423,74,35.33698630136986,F,7423,6148,DISPONENT,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1993-12-27,360,2.0,0.0,1.0,0.0,,38519.0,,6253.0,1994-11-04,59760.0,24.0,2490.0,A,672.0,1,1830,416,12084.488888888889,4844.165517241379,Favourable
4903,7434,34,57.78356164383562,F,7434,6157,OWNER,891.0,classic,1997-12-23,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,34,MONTHLY,1996-11-11,1410,2.0,0.0,1.0,0.0,,38540.0,,6254.0,1997-12-28,247920.0,48.0,5165.0,C,1822.0,1,780,194,17287.24102564103,10910.330188679247,Favourable
4904,7435,67,42.73972602739726,F,7435,6158,OWNER,,,,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,67,MONTHLY,1996-05-13,1228,1.0,0.0,0.0,0.0,,,,6255.0,1997-02-08,247920.0,48.0,5165.0,D,1499.0,1,962,111,10105.932075471701,8017.28245614035,Non-Favourable
4905,7521,74,39.92054794520548,F,7521,6226,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,WEEKLY,1993-07-26,206,1.0,0.0,0.0,0.0,,,,6272.0,1994-12-20,398640.0,60.0,6644.0,C,718.0,1,1984,401,20683.949999999997,10475.54488888889,Favourable
4906,7567,5,62.84109589041096,M,7567,6265,OWNER,896.0,classic,1997-09-18,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,MONTHLY,1996-11-01,1400,2.0,0.0,1.0,0.0,,38695.0,,6278.0,1997-06-10,87360.0,24.0,3640.0,C,1621.0,1,790,198,15987.085915492953,8328.36517857143,Favourable
4907,7576,38,37.50410958904109,M,7576,6273,OWNER,897.0,classic,1998-01-18,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38,MONTHLY,1993-07-21,201,1.0,0.0,0.0,0.0,,,,6279.0,1994-06-07,87360.0,24.0,3640.0,A,522.0,1,1989,398,11804.916129032257,6496.646575342466,Favourable
4908,7586,56,26.942465753424656,F,7586,6281,OWNER,,,,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,56,MONTHLY,1993-06-08,158,,,,,,,,,,,,,,,1,2032,363,5874.950632911392,3237.0558823529414,
4909,7594,64,50.76986301369863,F,7594,6289,OWNER,,,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,64,MONTHLY,1995-04-05,824,1.0,0.0,0.0,0.0,,,,6283.0,1996-08-11,85632.0,48.0,1784.0,C,1318.0,1,1366,280,15179.81111111111,9791.98187919463,Favourable
4910,7614,64,22.84109589041096,M,7614,6306,OWNER,,,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,64,MONTHLY,1997-03-04,1523,,,,,,,,,,,,,,,29,639,68,7025.862857142857,6387.103571428571,
4911,7632,1,52.00821917808219,M,7632,6321,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1994-09-10,617,,,,,,,,,,,,,,,24,1550,264,12629.90350877193,9538.987681159419,
4912,7672,26,46.772602739726025,M,7672,6353,OWNER,904.0,classic,1998-01-22,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,26,MONTHLY,1993-11-26,329,3.0,0.0,1.0,0.0,,38820.0,,6294.0,1995-02-12,79920.0,60.0,1332.0,C,772.0,1,1861,462,13305.062601626018,4632.2171091445425,Favourable
4913,7678,3,37.76164383561644,M,7678,6358,OWNER,,,,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,3,MONTHLY,1995-05-27,876,2.0,0.0,1.0,0.0,,38830.0,,6296.0,1996-08-06,270384.0,48.0,5633.0,C,1313.0,1,1314,282,17523.015217391305,8153.238636363636,Favourable
4914,7683,12,53.78904109589041,M,7683,6363,OWNER,906.0,gold,1998-05-18,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,74,MONTHLY,1993-08-01,212,1.0,0.0,0.0,0.0,,,,6297.0,1994-10-25,17508.0,12.0,1459.0,A,662.0,1,1978,354,6419.5791044776115,3589.472727272727,Favourable
4915,7723,48,33.57260273972603,F,7723,6397,OWNER,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,48,MONTHLY,1995-03-15,803,1.0,0.0,0.0,0.0,,,,6302.0,1996-09-16,181020.0,60.0,3017.0,C,1354.0,1,1387,264,9514.661855670103,4278.232666666666,Favourable
4916,7724,48,31.876712328767123,M,7724,6397,DISPONENT,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,48,MONTHLY,1995-03-15,803,1.0,0.0,0.0,0.0,,,,6302.0,1996-09-16,181020.0,60.0,3017.0,C,1354.0,1,1387,264,9514.661855670103,4278.232666666666,Favourable
4917,7727,31,41.58082191780822,F,7727,6400,OWNER,,,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,TRANSACTION,1995-10-09,1011,4.0,0.0,1.0,1.0,,38889.0,38891.0,6303.0,1996-02-12,72408.0,24.0,3017.0,B,1137.0,1,1179,287,11112.264516129031,4476.87182320442,Non-Favourable
4918,7753,70,21.28767123287671,F,7753,6425,OWNER,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,31,MONTHLY,1993-03-29,87,1.0,0.0,0.0,0.0,,,,6306.0,1994-12-20,36684.0,12.0,3057.0,A,718.0,1,2103,431,6454.3533333333335,3348.5352313167255,Favourable
4919,7765,1,41.87945205479452,F,7765,6434,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1995-05-08,857,2.0,0.0,1.0,0.0,,38931.0,,6309.0,1996-11-11,110136.0,24.0,4589.0,A,1410.0,1,1333,244,15081.544318181817,8118.638410596026,Favourable
4920,7772,1,23.019178082191782,F,7772,6440,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-11-01,1400,1.0,0.0,0.0,0.0,,,,6310.0,1997-06-17,34572.0,12.0,2881.0,A,1628.0,1,790,145,12384.454237288135,7759.121052631578,Favourable
4921,7787,34,48.512328767123286,M,7787,6453,OWNER,,,,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,34,MONTHLY,1996-07-27,1303,4.0,0.0,1.0,1.0,,38955.0,38957.0,6312.0,1998-05-17,10944.0,36.0,304.0,C,1962.0,1,887,226,2456.2906666666668,1084.9562913907287,Favourable
4922,7796,50,24.279452054794522,F,7796,6461,OWNER,918.0,classic,1998-04-27,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,MONTHLY,1996-07-17,1293,1.0,0.0,0.0,0.0,,,,6313.0,1997-06-15,150912.0,36.0,4192.0,C,1626.0,1,897,198,12323.2,7209.78775510204,Favourable
4923,7797,50,29.443835616438356,M,7797,6461,DISPONENT,,,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,MONTHLY,1996-07-17,1293,1.0,0.0,0.0,0.0,,,,6313.0,1997-06-15,150912.0,36.0,4192.0,C,1626.0,1,897,198,12323.2,7209.78775510204,Favourable
4924,7800,16,42.367123287671234,F,7800,6463,OWNER,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,16,MONTHLY,1995-09-11,983,,,,,,,,,,,,,,,1,1207,233,13061.41851851852,10111.286324786324,
4925,7814,61,24.002739726027396,F,7814,6472,OWNER,,,,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,61,MONTHLY,1994-02-08,403,1.0,0.0,0.0,0.0,,,,6315.0,1995-02-06,43164.0,12.0,3597.0,A,766.0,1,1787,381,20493.66033057851,8695.769642857143,Favourable
4926,7815,4,53.986301369863014,F,7815,6473,OWNER,,,,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,12,MONTHLY,1993-01-26,25,1.0,0.0,0.0,0.0,,,,6316.0,1994-05-26,76908.0,12.0,6409.0,B,510.0,1,2165,473,15463.832584269663,8419.41593625498,Non-Favourable
4927,7843,6,33.66575342465753,M,7843,6495,OWNER,,,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,6,MONTHLY,1996-07-23,1299,2.0,0.0,1.0,0.0,,39014.0,,6320.0,1998-04-28,104964.0,12.0,8747.0,C,1943.0,1,891,177,9281.863076923079,5170.324999999999,Favourable
4928,7855,7,35.945205479452056,F,7855,6505,OWNER,923.0,classic,1998-09-24,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,7,MONTHLY,1997-09-13,1716,1.0,0.0,0.0,0.0,,,,6321.0,1998-10-08,38496.0,12.0,3208.0,C,2106.0,1,474,49,8042.853846153846,7355.730434782608,Favourable
4929,7862,74,34.23013698630137,M,7862,6510,OWNER,924.0,classic,1998-12-24,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1996-12-18,1447,1.0,0.0,0.0,0.0,,,,6322.0,1997-05-06,76992.0,24.0,3208.0,C,1586.0,1,743,164,13373.249999999998,7822.971794871795,Favourable
4930,7863,72,40.83561643835616,M,7863,6511,OWNER,,,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,72,MONTHLY,1994-06-10,525,1.0,1.0,0.0,0.0,39033.0,,,,,,,,,,1,1665,276,11597.6303030303,10163.308411214955,
4931,7864,34,64.0931506849315,M,7864,6512,OWNER,,,,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,34,WEEKLY,1996-02-03,1128,,,,,,,,,,,,,,,1,1062,184,5894.391860465117,3487.4179487179485,
4932,7914,38,33.21095890410959,F,7914,6555,OWNER,,,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38,WEEKLY,1993-03-05,63,1.0,0.0,0.0,0.0,,,,6336.0,1994-03-31,212400.0,36.0,5900.0,A,454.0,1,2127,438,12300.621142857144,7799.090909090909,Favourable
4933,7959,1,21.523287671232875,F,7959,6592,OWNER,933.0,junior,1998-04-21,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-10-20,1388,2.0,0.0,1.0,0.0,,39152.0,,6338.0,1997-08-24,390660.0,60.0,6511.0,C,1696.0,1,802,224,19508.249425287362,11804.860465116279,Favourable
